PlayerId,MLBAMID,Name,Team,Name,Team,Throws,Age,G,IP,AVG,wOBA,WHIP,BABIP,ERA,xERA,FIP,xFIP,SIERA,HLD,SV,pLI,gmLI,Clutch,K/9,BB/9,K%,BB%,K-BB%,Soft%,Med%,HardHit%,Barrel%,CSW%,Stuff+,Location+,Pitching+,Fantasy,WAR,$,NameASCII,PlayerId,MLBAMID
20548,670102,Bowden Francis,TOR,Bowden Francis,TOR,R,28,14,26.2,0.2685185185,,1.425000136,0.2941176471,4.387500418,,4.816479936,4.907691293,4.599965506,0,0,0.4422909021,0.6728571653,-0.6503761018,6.412500612,3.03750029,0.16101695,0.07627119,0.08474576,0.12359551,0.56179775,0.34831461,0.08988764,0.22413793,100.5088937,101.474013,101.1127549,,-0.1293511242,,Bowden Francis,20548,670102
15734,641745,Brad Keller,- - -,Brad Keller,- - -,R,28,14,32.2,0.2666666667,,1.469387912,0.2897196262,4.683673971,,5.033826917,4.895469849,4.517301664,0,1,0.4560394636,0.5259285569,-0.7069077807,6.336735372,3.306122803,0.15436242,0.08053691,0.0738255,0.13392857,0.54464286,0.38392857,0.08035714,0.23297491,93.54499225,97.32359801,92.75190653,,-0.1710788161,,Brad Keller,15734,641745
19866,656232,Brandon Bielak,- - -,Brandon Bielak,- - -,R,28,16,29.2,0.312,,1.752809195,0.320754717,5.157303979,6.62,5.930525048,5.98204314,5.567814991,0,0,0.1275931016,0.1889124885,-0.1996215783,4.247191512,3.94382069,0.1,0.09285714,0.00714286,0.0990991,0.59459459,0.38738739,0.0990991,0.19411765,86.98882364,96.07134087,87.87738709,,-0.3327200413,,Brandon Bielak,19866,656232
23460,676714,Brandon Hughes,ARI,Brandon Hughes,ARI,L,28,13,16,0.3142857143,,2.000000358,0.3255813953,9.000001609,,9.541480918,5.403993313,4.386705877,0,0,0.2321152836,0.3210461438,0.4933892543,10.68750191,5.625001006,0.23170732,0.12195122,0.1097561,0.19607843,0.45098039,0.41176471,0.21568627,0.26993865,97.3206192,97.6755418,96.2250774,,-0.6244521141,,Brandon Hughes,23460,676714
30133,676428,Brant Hurter,DET,Brant Hurter,DET,L,25,9,40.1,0.2,,0.8429752332,0.2321428571,2.454545532,,3.067306221,3.202586873,2.991160186,0,0,0.9474374056,1.060088873,0.01372499229,7.586777099,0.8925620116,0.22077922,0.02597403,0.1948052,0.19827586,0.5862069,0.37931034,0.03448276,0.31327434,106.8639502,103.0895374,105.9340214,,0.6139045954,,Brant Hurter,30133,676428
22304,669724,Brenan Hanifee,DET,Brenan Hanifee,DET,R,26,18,24.2,0.2551020408,,1.21621653,0.3066666667,2.189189753,,3.125939227,3.420433287,3.305679408,7,0,1.26530385,1.379866719,0.4279451344,7.662164137,1.824324795,0.2038835,0.04854369,0.15533981,0.27272727,0.41558442,0.35064935,0.05194805,0.24421594,98.1870437,103.736401,98.05213368,,0.3714015484,,Brenan Hanifee,22304,669724
21574,663893,Brendon Little,TOR,Brendon Little,TOR,L,27,49,45.2,0.2369942197,,1.313868906,0.2615384615,3.744526382,4.14,4.896407171,3.565899607,3.392159773,7,1,0.8574451208,0.9212244749,0.5265636113,7.094892091,3.744526382,0.1865285,0.0984456,0.0880829,0.23357664,0.41605839,0.37956204,0.05839416,0.276901,116.7774026,92.49818182,112.6503896,,-0.3464711607,,Brendon Little,21574,663893
16835,657514,Brennan Bernardino,BOS,Brennan Bernardino,BOS,L,32,54,47.1,0.2620320856,,1.457746988,0.3307692308,4.373240964,,4.243944943,4.001586476,3.710958727,14,0,1.392276764,1.421477795,-0.2828609,9.697186485,3.802818229,0.24056604,0.09433962,0.14622642,0.15441176,0.52941176,0.375,0.06617647,0.2960688,105.1285153,95.3809816,95.48483436,,0.1104394495,,Brennan Bernardino,16835,657514
16466,641703,Brent Honeywell,- - -,Brent Honeywell,- - -,R,29,19,34.2,0.246031746,,1.211538517,0.261682243,2.855769362,,4.493402916,5.113028029,5.108326519,1,1,0.4704613067,0.5490526447,-0.05914233205,4.153846344,2.855769362,0.11510791,0.07913669,0.03597122,0.15454545,0.49090909,0.4,0.05454545,0.22719141,92.6681275,100.6563829,90.0788423,,-0.05438305344,,Brent Honeywell,16466,641703
13942,608718,Brent Suter,CIN,Brent Suter,CIN,L,34,44,63.1,0.2479674797,,1.136842197,0.2741935484,3.268421315,,4.303321975,4.136721921,3.771371628,2,2,0.4568738043,0.6435454488,1.369851097,7.105263729,1.56315802,0.19230769,0.04230769,0.15,0.17857143,0.55612245,0.30102041,0.07653061,0.25,105.7488481,98.8196738,104.8482773,,0.1643892229,,Brent Suter,13942,608718
